Internal ID,Product Code,Suggested Name,Agent,Website Category,Sub-Category,Sub-brand,Description,Short Description,Fire Rating,Certification,Toolkit
231,101P,Water ID Sign - Photoluminescent 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
246,104P,Powder ID Sign - Photoluminescent 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
1990,112SS,Foam ID Sign - Brushed Aluminium (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
272,113R,CO2 ID Sign - Rigid Plastic 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
262,111P,Water ID Sign - Photoluminescent (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
243,103R,CO2 ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
268,112R,Foam ID Sign - Rigid Plastic 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
421,505P,Fire Alarm Picto Sign - Photoluminescent 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
1989,111SS,Water ID Sign - Brushed Aluminium (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
238,102R,Foam ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
255,106P,Fire Blanket ID Sign - Photoluminescent 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
274,114P,Powder ID Sign - Photoluminescent (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
233,101R,Water ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
282,116P,Fire Blanket ID Sign - Photoluminescent (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
264,111R,Water ID Sign - Rigid Plastic 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
418,504P,Fire Action Point Sign - Photoluminescent 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
248,104R,Powder ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
423,505R,Fire Alarm Point Sign - Rigid Plastic 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
276,114R,Powder ID Sign - Rigid Plastic 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
431,512P,Fire Extinguisher Sign - Photoluminescent 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
429,511R,Fire Alarm Call Point Sign - Rigid Plastic 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
237,102PBI,Foam ID Sign - Photoluminescent Bilingual 200mm x 150mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,150mm
257,106R,Fire Blanket ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
437,514R,Fire Point Sign - Rigid Plastic 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
242,103PBI,CO2 ID Sign - Photoluminescent Bilingual 200mm x 150mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,150mm
251,105P,Wet Chem ID Sign - Photoluminescent 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
278,115P,Wet Chemical ID Sign - Photoluminescent (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
244,103S,CO2 ID Sign - Self Adhesive 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
232,101PBI,Water ID Sign - Photoluminescent Bilingual 200mm x 150mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,150mm
2462,102SS,Foam ID Sign - Brushed Aluminium 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
409,501P,Fire Alarm Call Point Sign - Photoluminescent 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
2463,103SS,CO2 ID Sign - Brushed Aluminium 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
239,102S,Foam ID Sign - Self Adhesive 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
273,113S,CO2 ID Sign - Self Adhesive 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
234,101S,Water ID Sign - Self Adhesive 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
410,501R,Fire Alarm Call Point Sign - Rigid Plastic 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
2200,117P,Multi Chem ID Sign - Photoluminescent (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
428,511P,Fire Alarm Call Point Sign - Photoluminescent 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
249,104S,Powder ID Sign - Self Adhesive 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
260,107R,Multi Chem ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
269,112S,Foam ID Sign - Self Adhesive 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
425,506P,Fire Extinguisher Sign - Photoluminescent 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
412,502P,Fire Extinguisher Sign - Photoluminescent 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
436,514P,Fire Point Sign - Photoluminescent 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
1986,102PG,Foam ID Sign - Polished Gold 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
265,111S,Water ID Sign - Self Adhesive 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
245,103SAP,CO2 ID Sign - Self Adhesive Photoluminescent 128mm x 49mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,128mm,49mm
256,106PBI,Fire Blanket ID Sign - Photoluminescent Bilingual 200mm x 150mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,150mm
2388,113AC,CO2 ID Sign - Antique Copper (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
259,107P,Multi Chem ID Sign - Photoluminescent (Portrait) 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
2461,101SS,Water ID Sign - Brushed Aluminium 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
2385,112AC,Foam ID Sign - Antique Copper (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
280,115R,Wet Chem ID Sign - Rigid Plastic 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
277,114S,Powder ID Sign - Self Adhesive 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
1987,103PG,CO2 ID Sign - Polished Gold 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
413,502R,Fire Extinguisher Sign - Rigid Plastic 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
240,102SAP,Foam ID Sign - Self Adhesive Photoluminescent 128mm x 49mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,128mm,49mm
1985,101PG,Water ID Sign - Polished Gold 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
419,504R,Fire Action Point Sign - Rigid Plastic 150mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,200mm
432,512R,Fire Extinguisher Sign - Rigid Plastic 200mm x 300mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,200mm,300mm
2389,113PG,CO2 ID Sign - Polished Gold (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
253,105R,Wet Chem ID Sign - Rigid Plastic 75mm x 200mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,75mm,200mm
1992,114SS,Powder ID Sign - Brushed Aluminium (Landscape) 150mm x 100mm,,Ancillary Products,Signs,,úÿÿÿÿÿÿÿÿ They show any building occupant what types of fire the extinguisher it is above can and cannot be used on. Specific extinguishers are designed for use on different types of fire. For Example: A Water Fire Extinguisher should not be used on a Electrical fire as this could cause harm to the extinguisher user.,Fire extinguisher I.D signs identify which substance is contained within an extinguisher and the type of fires each extinguisher should and should not be used on.,,150mm,100mm
